"mouse","ensembl2","exprLevel"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.785629999999997608
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.78750999999999749
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.806690000000003238
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.304410000000004288
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.626919999999998367
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.837729999999993424
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.845050000000000523
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.824330000000003338
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.495459999999994238
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.837500000000005684
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.359520000000003392
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.446380000000004884
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.414869999999993411
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06344","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.785629999999997608
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06344","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.78750999999999749
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06344","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.806690000000003238
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06344","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192",99.304410000000004288
